,Job Profile,Company,ExperienceRequired,AvgSalary,MinSalary,MaxSalary
1615,Operations Executive,l&t-finance,1-6,"3,65,252",1.8,4.7
1616,Project Engineer,l&t-finance,0-5,"2,80,729",1.5,4.3
1617,Desktop Support Engineer,l&t-finance,1-7,"2,67,196",1.2,4.3
1618,Senior Project Engineer,l&t-finance,1-7,"3,49,425",1.8,4.3
1619,Network Engineer,l&t-finance,0-6,"2,49,920",1.4,3.8
1620,Senior Software Engineer,whitehat-jr,0-7,"5,34,700",1.5,11.5
1621,Desktop Support Engineer L2,whitehat-jr,1-9,"3,15,026",,
1622,Technical Support Engineer,whitehat-jr,5-10,"10,22,464",3.6,20.0
1623,System Administrator,whitehat-jr,2-8,"3,60,410",1.2,7.0
1624,Software Engineer,whitehat-jr,5-11,"11,54,814",4.4,18.1
1625,Technical Lead,whitehat-jr,0-6,"2,44,423",1.0,3.7
1626,Software Engineer,whitehat-jr,1-6,"3,24,625",1.0,5.5
1627,Senior Software Engineer,whitehat-jr,3-11,"4,38,098",1.7,7.5
1628,Lead Analyst,whitehat-jr,2-5,"5,81,349",2.0,15.5
1629,Associate Software Engineer,whitehat-jr,8-14,"17,13,743",6.0,25.0
1630,System Engineer,intas-pharmaceuticals,0-6,"7,33,296",2.8,15.5
1631,Software Developer,intas-pharmaceuticals,2-10,"12,61,050",1.1,25.5
1632,Senior Test Engineer,intas-pharmaceuticals,5-16,"17,62,335",7.5,29.0
1633,Associate Consultant,intas-pharmaceuticals,0-3,"4,19,489",2.5,6.6
1634,Senior Systems Engineer,intas-pharmaceuticals,2-7,"5,46,470",2.8,9.6
1635,Test Engineer,intas-pharmaceuticals,1-6,"6,51,939",2.8,14.5
1636,Junior Engineer,intas-pharmaceuticals,3-9,"11,03,941",4.8,19.0
1637,Assistant Engineer,intas-pharmaceuticals,10-18,"22,85,363",12.0,34.0
1638,Deputy Manager,intas-pharmaceuticals,5-11,"11,25,405",4.5,23.0
1639,Senior Engineer,intas-pharmaceuticals,2-5,"7,01,578",3.3,13.0
1640,Deputy Engineer,varun-beverages,0-8,"4,29,793",2.0,6.0
1641,Assistant General Manager,varun-beverages,3-14,"5,70,668",3.4,8.0
1642,Supervisor,varun-beverages,9-16,"12,65,670",8.5,17.3
1643,Mechanical Engineer,varun-beverages,5-15,"8,09,785",4.0,12.0
1644,Electrician,varun-beverages,7-14,"7,05,205",4.7,9.1
1645,General Manager,varun-beverages,12-18,"23,33,004",12.5,34.8
1646,Software Engineer,varun-beverages,1-6,"2,44,645",1.0,4.6
1647,Senior Software Engineer,varun-beverages,1-10,"4,40,383",1.1,12.5
1648,Module Lead,varun-beverages,1-8,"2,34,087",,
1649,Lead Engineer,varun-beverages,15-27,"36,46,440",23.5,47.0
1650,Lead Software Engineer,thermax-limited,0-5,"6,29,434",2.8,10.5
1651,Project Lead,thermax-limited,0-6,"8,39,469",3.5,19.0
1652,Team Lead,thermax-limited,4-10,"10,92,352",5.0,19.0
1653,Senior Engineering Lead,thermax-limited,4-10,"16,81,593",6.3,28.4
1654,Software Developer,thermax-limited,2-8,"11,53,018",5.3,19.5
1655,Lead Quality Engineer,thermax-limited,7-17,"23,79,017",13.0,33.0
1656,Relationship Manager,thermax-limited,5-12,"13,90,309",7.8,21.3
1657,Deputy Manager,thermax-limited,5-12,"21,84,072",12.0,34.0
1658,Assistant Manager II,thermax-limited,0-6,"7,38,564",3.0,15.4
1659,Customer Service Manager,thermax-limited,3-10,"12,05,310",6.4,18.0
1660,Branch Manager,ford-motor,0-11,"3,88,350",1.7,6.5
1661,Credit Manager,ford-motor,0-12,"4,95,231",2.5,8.5
1662,Branch Head,ford-motor,0-7,"3,48,981",1.9,5.0
1663,Sales Manager,ford-motor,0-9,"4,10,088",2.0,6.1
1664,Teller Service Executive,ford-motor,6-16,"9,36,958",4.0,16.0
1665,Customer Service Executive,ford-motor,3-10,"6,01,372",3.0,10.0
1666,Department Manager,ford-motor,6-18,"9,90,238",5.2,14.5
1667,Assistant Store Manager,ford-motor,4-13,"6,86,269",3.1,11.0
1668,Store Manager,ford-motor,0-7,"2,87,886",1.8,4.0
1669,Retail Store Manager,ford-motor,0-6,"3,26,078",2.2,4.5
1670,Head Cashier,hetero-drugs,1-13,"3,49,164",1.7,5.2
1671,Fmcg Manager,hetero-drugs,4-15,"5,10,259",3.4,6.8
1672,Senior Associate,hetero-drugs,6-18,"7,82,983",4.3,12.0
1673,Cashier,hetero-drugs,9-16,"8,22,912",4.0,11.0
1674,Sales Executive,hetero-drugs,2-6,"2,10,808",,
1675,Logistics Manager,hetero-drugs,2-10,"3,13,262",1.2,5.3
1676,Senior Associate,hetero-drugs,2-6,"1,90,497",,
1677,Associate Technology L2,hetero-drugs,0-5,"1,67,435",,
1678,Senior Associate Technology L1,hetero-drugs,1-5,"1,65,363",,
1679,Senior Software Engineer,hetero-drugs,2-6,"1,78,482",,
1680,Senior Associate Technology L2,unitedhealth,3-12,"19,29,157",3.9,37.0
1681,Senior Associate 2,unitedhealth,1-5,"12,91,056",3.8,20.0
1682,Associate Technology L1,unitedhealth,3-9,"21,17,830",6.0,30.0
1683,Senior Associate L1,unitedhealth,3-10,"20,52,684",4.8,35.5
1684,Senior Associate QA L1,unitedhealth,6-13,"28,66,699",11.5,40.0
1685,Software Engineer,unitedhealth,6-12,"27,31,202",10.0,37.0
1686,Senior Officer,unitedhealth,0-3,"7,28,067",4.5,11.0
1687,Officer,unitedhealth,4-8,"19,39,963",6.2,28.1
1688,Field Sales Officer,unitedhealth,5-10,"13,80,038",6.6,19.0
1689,Research Officer,unitedhealth,2-6,"11,52,104",3.0,24.9
1690,Production Officer,sodexo,1-10,"4,72,469",1.9,8.5
1691,Junior Officer,sodexo,1-7,"3,64,625",1.2,6.6
1692,Research Associate,sodexo,0-10,"4,15,770",2.0,5.8
1693,District Sales Manager,sodexo,4-10,"7,18,959",4.5,10.0
1694,Medical Representative,sodexo,0-6,"3,16,308",1.2,5.2
1695,Senior Production Officer,sodexo,1-8,"3,51,190",1.2,5.7
1696,Desktop Support Engineer,sodexo,0-6,"4,45,959",2.1,6.8
1697,Engineer- Customer Support,sodexo,8-16,"6,89,147",4.2,8.9
1698,Network Engineer,sodexo,0-9,"4,04,267",2.0,5.5
1699,Technical Support Engineer,sodexo,4-8,"4,86,925",3.1,6.5
1700,System Administrator,randstad,0-8,"2,64,106",,
1701,Senior Customer Support Engineer,randstad,0-10,"2,79,012",,
1702,Associate Engineer Trainee,randstad,0-9,"3,71,878",1.0,5.9
1703,Information Technology Support Engineer,randstad,0-7,"2,76,837",,
1704,Service Desk Engineer,randstad,3-12,"4,18,245",1.3,7.2
1705,Desktop Support Engineer L2,randstad,3-10,"3,63,937",1.8,5.5
1706,Project Engineer,randstad,0-2,"1,68,369",,
1707,R&D Engineer,randstad,0-9,"2,83,036",,
1708,Senior Engineer,randstad,0-6,"2,60,471",1.2,4.2
1709,Financial Analyst,randstad,1-7,"3,09,571",1.4,3.8
1710,Design Engineer,deutsche-bank,0-11,"8,15,476",1.5,16.0
1711,Associate Project Engineer,deutsche-bank,2-9,"13,77,009",4.0,22.3
1712,Finance Specialist,deutsche-bank,8-15,"11,36,182",6.0,17.0
1713,Service Engineer,deutsche-bank,2-6,"5,71,436",2.4,10.0
1714,Project Manager,deutsche-bank,1-7,"4,54,572",1.8,12.0
1715,Production Engineer,deutsche-bank,2-9,"8,19,103",3.5,10.5
1716,Junior Officer,deutsche-bank,0-6,"4,48,402",2.5,10.0
1717,Officer,deutsche-bank,1-9,"5,38,970",1.5,11.8
1718,Senior Officer,deutsche-bank,12-19,"18,53,082",7.7,35.0
1719,Research Associate,deutsche-bank,2-13,"5,57,936",,
1720,Chemist,abbott-healthcare,0-5,"2,28,545",1.4,3.7
1721,Area Business Manager,abbott-healthcare,2-8,"3,72,672",1.5,6.3
1722,Technician,abbott-healthcare,4-9,"4,73,942",2.7,7.5
1723,Production Officer,abbott-healthcare,1-6,"3,87,295",2.0,6.1
1724,Medical Representative,abbott-healthcare,1-4,"2,25,342",1.4,3.5
1725,Junior Research Associate,abbott-healthcare,7-14,"5,93,392",2.8,7.8
1726,Senior Analyst,abbott-healthcare,1-5,"1,95,207",1.0,3.4
1727,Analyst,abbott-healthcare,1-6,"3,21,296",1.8,5.3
1728,Associate Vice President,abbott-healthcare,1-7,"2,89,402",1.3,4.3
1729,Operations Analyst,abbott-healthcare,1-3,"2,98,091",1.5,4.0
1730,Customer Service & Operations Analyst,macleods-pharmaceuticals,0-12,"6,75,165",2.0,19.7
1731,Software Engineer,macleods-pharmaceuticals,0-8,"5,03,369",1.4,13.2
1732,Process Associate,macleods-pharmaceuticals,8-19,"27,32,797",14.0,40.6
1733,Software Designer,macleods-pharmaceuticals,0-5,"4,24,593",2.3,6.3
1734,Senior Software Designer,macleods-pharmaceuticals,0-6,"4,45,060",2.0,6.3
1735,Senior Process Associate,macleods-pharmaceuticals,0-10,"15,18,845",3.0,32.8
1736,Senior Officer,macleods-pharmaceuticals,1-7,"3,30,053",1.5,6.5
1737,Team Lead,macleods-pharmaceuticals,7-11,"15,59,290",9.0,22.0
1738,Senior Analyst,macleods-pharmaceuticals,8-12,"20,77,007",12.1,28.0
1739,Business Development Manager,macleods-pharmaceuticals,2-10,"4,94,959",2.2,7.5
1740,Officer,subros,1-9,"4,46,119",1.9,6.6
1741,Relationship Manager,subros,3-12,"6,69,604",3.0,11.5
1742,Analyst,subros,0-9,"4,72,732",2.4,9.0
1743,Associate Director,subros,2-12,"7,24,637",2.6,12.0
1744,Technical Lead,subros,0-8,"3,33,008",1.6,5.0
1745,Business Analyst,subros,2-11,"8,18,323",3.1,16.0
1746,Team Developer,subros,0-6,"4,09,624",1.8,8.6
1747,Team Lead,subros,6-18,"28,55,535",12.0,48.0
1748,Senior Software Engineer,subros,7-12,"18,63,009",5.5,36.0
1749,Senior Team Member,subros,4-13,"15,76,430",3.9,40.0
1750,Senior Analyst,ve-commercial-vehicles,2-11,"6,40,812",2.4,10.0
1751,Analyst,ve-commercial-vehicles,1-16,"9,89,279",3.0,16.0
1752,Team Member,ve-commercial-vehicles,3-10,"14,87,826",3.2,36.0
1753,Software Engineer,ve-commercial-vehicles,1-7,"4,43,273",1.8,7.1
1754,Assistant Vice President,ve-commercial-vehicles,5-16,"20,65,937",6.0,33.2
1755,Lead Analyst,ve-commercial-vehicles,0-12,"16,21,830",5.0,26.0
1756,Territory Sales Supervisor,ve-commercial-vehicles,0-4,"3,52,587",1.5,5.4
1757,Production Supervisor,ve-commercial-vehicles,0-10,"13,96,783",3.5,37.8
1758,Junior Officer,ve-commercial-vehicles,13-20,"37,34,318",14.7,61.0
1759,Management Assistant,ve-commercial-vehicles,11-17,"28,49,706",16.0,37.5
1760,Operation Assistant,automatic-data-processing-(adp),0-3,"5,96,721",3.9,6.9
1761,Production Officer,automatic-data-processing-(adp),0-6,"3,49,521",1.8,4.9
1762,Technical Sales Engineer,automatic-data-processing-(adp),1-7,"3,97,498",2.6,5.2
1763,Supervisor,automatic-data-processing-(adp),3-10,"4,53,403",3.1,6.0
1764,Production Engineer,automatic-data-processing-(adp),0-3,"3,33,804",2.3,4.1
1765,Executive Engineer,automatic-data-processing-(adp),1-10,"4,33,240",3.0,6.5
1766,Senior Analyst,automatic-data-processing-(adp),2-6,"7,80,485",5.7,10.1
1767,Analyst,automatic-data-processing-(adp),0-10,"3,39,030",,
1768,Senior Associate,automatic-data-processing-(adp),1-10,"5,95,268",3.0,7.8
1769,Senior Medical Coder,automatic-data-processing-(adp),2-6,"6,27,102",4.0,8.0
1770,Quality Analyst,american-express,0-10,"4,69,586",2.2,8.1
1771,AR Analyst,american-express,0-5,"3,19,174",1.7,4.8
1772,Senior Coding Analyst,american-express,1-8,"4,41,508",2.7,6.0
1773,Accounts Receivable Analyst,american-express,3-9,"6,98,742",3.0,10.1
1774,Medical Coder,american-express,3-10,"5,89,622",3.1,10.0
1775,Senior AR Analyst,american-express,0-4,"3,10,816",2.0,4.5
1776,Deputy Manager,american-express,4-9,"7,57,221",3.7,10.3
1777,Plant Operator,american-express,0-3,"3,08,342",2.0,4.3
1778,Executive Production,american-express,1-9,"6,20,173",2.0,9.5
1779,Senior Engineer,american-express,3-7,"5,63,745",3.0,6.5
1780,Mechanical Engineer,cars24,2-14,"11,75,637",7.0,17.5
1781,Junior Executive,cars24,1-7,"2,84,619",1.6,4.0
1782,Instrumentation Technician,cars24,2-12,"5,67,926",2.6,8.1
1783,Process Engineer,cars24,3-10,"6,75,715",5.0,9.0
1784,Shift Incharge,cars24,0-7,"3,60,569",1.0,6.8
1785,Supervisor,cars24,1-6,"3,11,932",1.8,4.5
1786,Process Expert,cars24,2-8,"2,97,521",1.8,4.2
1787,Senior Associate,cars24,0-4,"5,62,914",2.6,7.7
1788,Senior Analyst,cars24,3-9,"5,40,253",2.1,7.8
1789,Analyst,cars24,0-8,"3,30,728",1.5,5.2
1790,Senior Process Expert,havells,0-11,"4,66,091",2.0,7.5
1791,Senior Specialist,havells,2-10,"3,48,387",1.8,6.1
1792,Financial Analyst,havells,3-13,"6,15,907",2.8,9.6
1793,Team Manager,havells,3-11,"5,43,642",2.5,8.4
1794,Senior Data Engineer,havells,4-12,"5,41,170",2.3,8.0
1795,Software Engineer,havells,6-16,"8,25,403",4.1,13.5
1796,Senior Client Partner,havells,5-12,"5,61,648",3.0,8.5
1797,Client Partner,havells,10-17,"10,83,933",6.0,15.0
1798,AR Caller,havells,5-10,"29,22,207",10.3,42.0
1799,Assistant Client Partner,havells,5-11,"26,29,278",8.0,41.5
1800,Client Specialist,pidilite-industries,0-7,"3,93,687",,
1801,Senior AR Caller,pidilite-industries,0-4,"3,06,086",,
1802,SME,pidilite-industries,0-5,"3,58,157",1.5,6.3
1803,Team Lead,pidilite-industries,0-6,"3,13,348",1.0,6.0
1804,Quality Analyst,pidilite-industries,2-9,"4,59,215",,
1805,Senior Medical Coder,pidilite-industries,1-6,"4,45,114",1.6,6.8
1806,Sales Manager,pidilite-industries,3-9,"4,54,111",1.8,7.5
1807,Branch Manager,pidilite-industries,5-12,"6,86,871",3.1,10.5
1808,Senior Relationship Manager,pidilite-industries,3-9,"5,95,737",2.5,8.5
1809,Assistant Branch Manager,pidilite-industries,3-7,"5,38,351",2.3,8.0
1810,Relationship Manager,alkem-laboratories,0-9,"2,69,534",1.3,5.0
1811,Ardm,alkem-laboratories,4-18,"6,88,800",3.3,10.0
1812,Executive Relationship Manager,alkem-laboratories,0-7,"2,77,799",1.9,4.0
1813,Key Relationship Manager,alkem-laboratories,5-16,"5,91,776",4.0,7.5
1814,Assistant Sales Manager,alkem-laboratories,0-10,"3,21,347",1.5,4.5
1815,Life Planning Officer,alkem-laboratories,0-6,"2,44,976",1.5,3.5
1816,Business Development Executive,alkem-laboratories,1-10,"3,34,470",2.6,4.2
1817,Operations Associate,alkem-laboratories,0-5,"2,35,131",1.2,3.8
1818,Senior Business Development Executive,alkem-laboratories,0-4,"2,29,940",1.1,3.5
1819,Senior Associate,alkem-laboratories,1-7,"2,22,305",1.0,4.8
1820,Customer Service Associate,wipro-consumer-care-&-lighting,0-8,"4,33,002",2.2,6.0
1821,Operations Executive,wipro-consumer-care-&-lighting,0-5,"2,02,559",1.0,3.0
1822,Business Development Manager,wipro-consumer-care-&-lighting,3-10,"5,33,097",3.3,6.7
1823,Logistics Executive,wipro-consumer-care-&-lighting,2-7,"2,58,170",1.6,3.6
1824,Executive Accountant,wipro-consumer-care-&-lighting,1-6,"2,16,053",1.0,3.5
1825,Shift Incharge,wipro-consumer-care-&-lighting,3-10,"3,13,465",,
1826,Junior Executive,wipro-consumer-care-&-lighting,7-11,"8,20,301",4.5,12.1
1827,Deputy Manager,wipro-consumer-care-&-lighting,1-9,"2,80,183",1.0,4.9
1828,Executive Production,wipro-consumer-care-&-lighting,3-11,"4,55,285",2.4,5.3
1829,Senior Scientist,wipro-consumer-care-&-lighting,1-10,"3,00,531",1.8,4.5
1830,Principal Scientist,indian-air-force,0-6,"3,71,851",2.0,5.0
1831,Territory Business Manager,indian-air-force,8-16,"12,04,204",7.0,17.0
1832,QC Executive,indian-air-force,0-6,"4,30,058",2.7,5.8
1833,Scientist,indian-air-force,3-9,"6,98,654",4.0,9.9
1834,Executive Engineer,indian-air-force,5-12,"9,73,212",6.0,16.0
1835,Associate Scientific Manager,indian-air-force,3-12,"5,35,168",3.0,8.5
1836,Corporate Accounts Manager,indian-air-force,1-5,"4,34,547",2.7,5.8
1837,Relationship Manager,indian-air-force,0-4,"4,14,835",2.3,6.0
1838,Key Account Manager,indian-air-force,2-6,"4,47,925",3.2,6.3
1839,Territory Sales Manager,indian-air-force,5-15,"12,37,548",7.8,17.5
1840,Senior Relationship Manager,hindustan-coca-cola-beverages,0-9,"4,01,155",1.8,7.8
1841,Senior Corporate Accounts Manager,hindustan-coca-cola-beverages,0-9,"3,66,556",1.8,5.2
1842,Assistant Relationship Manager,hindustan-coca-cola-beverages,0-8,"3,53,971",2.0,5.5
1843,Sales Manager,hindustan-coca-cola-beverages,3-14,"7,50,660",3.6,11.0
1844,Branch Manager,hindustan-coca-cola-beverages,2-8,"4,00,488",2.7,5.3
1845,Training Manager,hindustan-coca-cola-beverages,2-8,"4,82,078",3.0,6.1
1846,Associate Information Technology Consultant,hindustan-coca-cola-beverages,0-7,"3,03,621",2.2,3.6
1847,Lead Consultant,hindustan-coca-cola-beverages,3-10,"6,05,491",2.4,12.0
1848,Associate Consultant,hindustan-coca-cola-beverages,6-20,"11,30,250",6.0,16.2
1849,Software Engineer,hindustan-coca-cola-beverages,4-15,"8,25,293",4.0,11.5
1850,IT Executive,alembic-pharmaceuticals,0-10,"9,84,953",2.0,45.0
1851,IT Consultant,alembic-pharmaceuticals,5-16,"19,33,315",5.5,33.0
1852,Software Developer,alembic-pharmaceuticals,0-8,"10,04,213",3.0,25.0
1853,Senior Software Engineer,alembic-pharmaceuticals,1-6,"6,76,858",2.2,16.0
1854,Devops Engineer,alembic-pharmaceuticals,0-8,"3,49,944",1.8,5.5
1855,Associate Technical Consultant,alembic-pharmaceuticals,3-8,"10,36,902",2.6,21.5
1856,Customer Service Officer,alembic-pharmaceuticals,0-6,"6,77,109",2.6,15.0
1857,Sales Executive,alembic-pharmaceuticals,4-9,"13,15,376",4.8,22.0
1858,Credit Officer,alembic-pharmaceuticals,1-6,"6,71,048",3.4,15.0
1859,Brach Operation Manager,alembic-pharmaceuticals,4-9,"13,57,943",3.6,21.5
1860,Relationship Officer,bharat-electronics,0-6,"2,53,002",,
1861,Branch Manager,bharat-electronics,0-6,"2,51,237",1.1,4.2
1862,Credit Manager,bharat-electronics,0-4,"2,30,876",,
1863,Branch Head,bharat-electronics,3-12,"5,55,133",2.6,10.0
1864,Branch Sales Manager,bharat-electronics,0-6,"2,75,991",1.3,4.1
1865,Senior Sales Executive,bharat-electronics,5-15,"7,35,978",2.2,13.5
1866,Department Manager,bharat-electronics,1-9,"4,51,988",2.0,9.4
1867,Customer Care Associate,bharat-electronics,8-15,"9,33,164",3.3,14.4
1868,Fashion Consultant,bharat-electronics,4-11,"5,57,694",1.8,8.0
1869,Cashier,bharat-electronics,0-6,"2,84,010",2.0,3.6
1870,Sales Executive,atos,0-13,"5,23,246",3.5,7.1
1871,Customer Care Executive,atos,0-6,"2,03,911",,
1872,Team Lead,atos,1-8,"2,49,690",1.2,3.8
1873,Fashion Assistant,atos,0-10,"2,15,180",1.0,8.0
1874,Unit HR Head,atos,0-7,"2,10,292",1.0,5.2
1875,Visual Merchandiser,atos,0-7,"2,18,780",1.0,4.0
1876,Senior Software Engineer,atos,2-10,"2,77,089",1.1,4.0
1877,Transaction Processing Associate,atos,0-6,"2,09,526",1.0,3.5
1878,Senior Associate,atos,1-7,"4,85,588",3.0,6.0
1879,Analyst,atos,0-5,"4,46,266",1.8,6.0
1880,Software Engineer,axis-direct,4-12,"9,42,091",4.2,17.5
1881,Transaction Processor,axis-direct,0-7,"2,62,835",,
1882,Senior Analyst,axis-direct,1-7,"3,22,743",1.5,5.5
1883,Accounts Associate,axis-direct,4-11,"4,52,985",2.0,8.0
1884,Business Analyst,axis-direct,1-8,"6,49,509",2.7,12.0
1885,Associate Business Analyst,axis-direct,1-6,"2,28,071",,
1886,Staff Nurse,axis-direct,5-12,"5,94,620",3.0,8.5
1887,Front Office Executive,axis-direct,1-4,"2,61,467",1.1,4.5
1888,Pharmacist,axis-direct,1-7,"6,33,084",2.8,10.0
1889,Attending Consultant,axis-direct,0-4,"4,77,140",3.0,6.3
1890,Senior Staff Nurse,team-lease,0-4,"2,36,539",,
1891,Hospital Pharmacist,team-lease,0-5,"2,20,476",1.2,3.9
1892,Guest Relation Executive,team-lease,1-5,"2,70,342",1.6,3.6
1893,Physiotherapist,team-lease,3-10,"22,90,731",12.0,33.0
1894,Lab Technician,team-lease,3-10,"3,67,600",3.0,4.5
1895,Resident Medical Officer,team-lease,0-8,"2,10,183",1.4,3.0
1896,Deputy Manager,team-lease,0-4,"3,12,679",2.1,4.2
1897,Assistant Engineer,team-lease,0-5,"2,29,444",1.4,3.0
1898,Junior Engineer,team-lease,0-4,"2,19,874",1.0,3.6
1899,DPT.Manager,team-lease,0-4,"7,08,346",5.4,9.0
1900,Assistant General Manager,wipro-infotech,7-18,"10,99,377",5.7,16.0
1901,Deputy General Manager,wipro-infotech,1-12,"4,98,600",2.2,8.1
1902,Mechanical Engineer,wipro-infotech,0-8,"3,37,654",1.3,5.2
1903,Junior Mechanical Engineer,wipro-infotech,7-16,"10,96,943",5.0,16.5
1904,Junior Engineer Trainee,wipro-infotech,14-23,"19,78,504",12.5,25.0
1905,Management Executive,wipro-infotech,16-30,"27,66,738",18.0,38.0
1906,Production Engineer,wipro-infotech,0-2,"7,53,635",1.0,45.5
1907,Territory Leader,wipro-infotech,1-9,"3,77,873",1.4,6.5
1908,Associate Trainee,wipro-infotech,1-6,"3,56,130",2.0,5.2
1909,Mechanical Maintenance Engineer,wipro-infotech,0-1,"2,02,709",1.5,2.8
1910,Associate Engineer,cgi-group,1-8,"2,97,070",1.0,5.2
1911,Maintenance Engineer,cgi-group,0-7,"2,60,529",1.2,4.4
1912,Electrical Engineer,cgi-group,2-11,"9,61,904",3.0,14.3
1913,Territory Manager,cgi-group,0-5,"2,18,068",1.1,3.0
1914,Mechanical Engineer,cgi-group,2-7,"2,96,446",1.8,4.0
1915,Senior Sales Officer,cgi-group,1-4,"2,41,864",1.2,3.5
1916,Sales Officer,cgi-group,1-6,"2,69,767",1.5,4.0
1917,Sales Executive,cgi-group,0-7,"2,76,835",1.4,4.1
1918,Area Sales Manager,cgi-group,2-11,"10,17,093",4.0,13.5
1919,Customer Executive,cgi-group,2-6,"2,80,569",1.7,4.1
1920,Teritory Sales Officer,hindalco-industries,0-11,"7,56,744",3.5,12.0
1921,Sales Supervisor,hindalco-industries,0-10,"5,86,502",2.6,8.8
1922,Senior Technical Sales Officer,hindalco-industries,0-8,"3,20,052",1.5,9.0
1923,Business Development Officer,hindalco-industries,7-15,"15,21,099",6.9,23.1
1924,Assistant Area Sales Manager,hindalco-industries,0-7,"2,76,927",1.6,4.0
1925,Electrical Engineer,hindalco-industries,0-8,"6,10,511",3.9,8.0
1926,Junior Engineer,hindalco-industries,4-12,"9,26,299",6.0,12.2
1927,Senior Engineer,hindalco-industries,0-11,"7,28,814",4.5,9.6
1928,Mechanical Engineer,hindalco-industries,0-8,"6,15,086",3.5,8.8
1929,Junior Engineer Electrical,hindalco-industries,3-13,"10,02,002",7.2,14.3
1930,Operation & Maintenance Engineer,persistent-systems,1-8,"3,29,641",1.1,5.0
1931,Deputy Manager,persistent-systems,0-7,"2,85,765",1.1,4.0
1932,Maintenance Engineer,persistent-systems,4-12,"4,90,526",2.5,8.9
1933,Quality Engineer,persistent-systems,2-8,"3,44,170",1.7,5.0
1934,Electrical Maintenance Engineer,persistent-systems,0-6,"2,70,856",1.4,4.0
1935,Deputy Manager,persistent-systems,0-6,"2,93,276",1.9,3.9
1936,Sales Manager,persistent-systems,9-19,"11,68,657",6.5,17.0
1937,Sales Executive,persistent-systems,0-7,"3,16,567",1.5,4.8
1938,Assistant Vice President,persistent-systems,2-8,"3,76,128",1.5,5.2
1939,Back Office Executive,persistent-systems,1-6,"3,25,943",1.5,4.5
1940,Branch Manager,dcb-bank,2-14,"6,04,018",3.0,9.6
1941,Junior Associate,dcb-bank,0-11,"4,22,521",1.9,9.2
1942,Customer Service Executive,dcb-bank,0-6,"2,78,241",1.1,5.0
